OBJECTID;Codigo Municipio;Nombre Municipio;Nombre Departamento;Valor Riesgo CC;Riesgo CC;Vulnerabilidad Vs Amenaza;Area Ha;Simbologia;st_area(shape);st_length(shape)
460;23189;CIÉNAGA DE ORO;CÓRDOBA;0.201451;Medio;13;64322.876989;Medio3;0.052831;1.951622
461;23300;COTORRA;CÓRDOBA;0.271379;Alto;18;8877.958789;Alto3;0.007295;0.601680
462;23350;LA APARTADA;CÓRDOBA;0.171117;Bajo;8;28654.088791;Bajo3;0.023494;0.974059
463;23417;LORICA;CÓRDOBA;0.296739;Alto;19;94909.298197;Alto4;0.077997;2.025368
464;23419;LOS CÓRDOBAS;CÓRDOBA;0.195341;Medio;12;36380.795555;Medio2;0.029858;1.349705
465;23464;MOMIL;CÓRDOBA;0.191205;Medio;12;16882.840414;Medio2;0.013882;0.655193
466;23466;MONTELÍBANO;CÓRDOBA;0.170022;Bajo;8;155346.931102;Bajo3;0.127268;4.338873
467;23500;MOÑITOS;CÓRDOBA;0.197932;Medio;12;20538.670572;Medio2;0.016876;0.770751
468;23555;PLANETA RICA;CÓRDOBA;0.192067;Medio;12;114272.515514;Medio2;0.093724;2.495782
469;23570;PUEBLO NUEVO;CÓRDOBA;0.229199;Medio;15;80838.891294;Medio5;0.066346;1.797764
470;23574;PUERTO ESCONDIDO;CÓRDOBA;0.197219;Medio;12;41527.223493;Medio2;0.034100;1.084949
471;23580;PUERTO LIBERTADOR;CÓRDOBA;0.128387;Muy bajo;2;164769.282548;Muy bajo2;0.134933;2.755101
472;23586;PURÍSIMA;CÓRDOBA;0.145347;Muy bajo;3;12377.983856;Muy bajo3;0.010178;0.793743
473;23660;SAHAGÚN;CÓRDOBA;0.163707;Bajo;6;96006.777406;Bajo1;0.078858;1.955717
474;23670;SAN ANDRÉS DE SOTAVENTO;CÓRDOBA;0.137741;Muy bajo;2;21988.683189;Muy bajo2;0.018075;0.938987
475;23672;SAN ANTERO;CÓRDOBA;0.223183;Medio;15;20716.284608;Medio5;0.017036;1.035099
476;23675;SAN BERNARDO DEL VIENTO;CÓRDOBA;0.332794;Alto;19;31648.211646;Alto4;0.026019;1.016274
477;23678;SAN CARLOS;CÓRDOBA;0.147211;Muy bajo;3;44653.761897;Muy bajo3;0.036660;1.500073
478;23682;SAN JOSE DE URE;CÓRDOBA;0.172584;Bajo;9;51783.624849;Bajo4;0.042419;1.485627
479;23686;SAN PELAYO;CÓRDOBA;0.181191;Medio;11;44196.743046;Medio1;0.036304;1.802674
480;23807;TIERRALTA;CÓRDOBA;0.159574;Muy bajo;5;491895.090582;Muy bajo5;0.402740;3.604120
481;23815;TUCHÍN;CÓRDOBA;0.212932;Medio;14;10371.254635;Medio4;0.008528;0.543154
482;23855;VALENCIA;CÓRDOBA;0.166379;Bajo;7;92359.777970;Bajo2;0.075687;1.717678
483;25001;AGUA DE DIOS;CUNDINAMARCA;0.246886;Alto;16;8567.484894;Alto1;0.006979;0.451290
484;25019;ALBÁN;CUNDINAMARCA;0.203791;Medio;13;5125.437505;Medio3;0.004179;0.497120
485;25035;ANAPOIMA;CUNDINAMARCA;0.265692;Alto;17;12352.464471;Alto2;0.010066;0.629942
486;25040;ANOLAIMA;CUNDINAMARCA;0.207147;Medio;13;12160.513515;Medio3;0.009913;0.503775
487;25053;ARBELÁEZ;CUNDINAMARCA;0.200641;Medio;13;14432.259526;Medio3;0.011756;0.759597
488;25086;BELTRÁN;CUNDINAMARCA;0.148705;Muy bajo;3;17783.997026;Muy bajo3;0.014494;0.885481
489;25095;BITUIMA;CUNDINAMARCA;0.153823;Muy bajo;5;6168.339741;Muy bajo5;0.005028;0.462484
490;25281;FOSCA;CUNDINAMARCA;0.152411;Muy bajo;4;11268.036400;Muy bajo4;0.009180;0.476110
491;25324;GUATAQUÍ;CUNDINAMARCA;0.160352;Muy bajo;5;8895.630577;Muy bajo5;0.007248;0.547102
492;25326;GUATAVITA;CUNDINAMARCA;0.165494;Bajo;7;25229.862025;Bajo2;0.020570;0.729864
493;25328;GUAYABAL DE SÍQUIMA;CUNDINAMARCA;0.158911;Muy bajo;5;6180.041858;Muy bajo5;0.005038;0.427893
494;25335;GUAYABETAL;CUNDINAMARCA;0.141356;Muy bajo;2;22156.875356;Muy bajo2;0.018048;0.807647
495;25339;GUTIÉRREZ;CUNDINAMARCA;0.126763;Muy bajo;1;45500.080699;Muy bajo1;0.037060;1.119996
496;25368;JERUSALÉN;CUNDINAMARCA;0.155158;Muy bajo;5;22300.427794;Muy bajo5;0.018171;0.672848
497;25295;GACHANCIPÁ;CUNDINAMARCA;0.235072;Medio;15;4293.623994;Medio5;0.003501;0.273408
498;25312;GRANADA;CUNDINAMARCA;0.206637;Medio;13;6031.439292;Medio3;0.004915;0.373915
499;25426;MACHETÁ;CUNDINAMARCA;0.150732;Muy bajo;4;23017.590223;Muy bajo4;0.018769;0.684704
500;25430;MADRID;CUNDINAMARCA;0.254176;Alto;17;12014.513456;Alto2;0.009794;0.614399
501;25740;SIBATÉ;CUNDINAMARCA;0.208665;Medio;13;12218.268173;Medio3;0.009956;0.532655
502;25743;SILVANIA;CUNDINAMARCA;0.173758;Bajo;9;16246.555887;Bajo4;0.013237;0.546345
503;47541;PEDRAZA;MAGDALENA;0.177540;Bajo;10;32126.835884;Bajo5;0.026500;0.921964
504;47545;PIJIÑO  DEL CARMEN;MAGDALENA;0.168177;Bajo;7;66339.430516;Bajo2;0.054629;2.287375
505;47551;PIVIJAY;MAGDALENA;0.178952;Bajo;10;163980.634295;Bajo5;0.135394;2.218016
506;47555;PLATO;MAGDALENA;0.201725;Medio;13;145042.757459;Medio3;0.119512;2.309392
507;47570;PUEBLOVIEJO;MAGDALENA;0.147602;Muy bajo;3;67675.612158;Muy bajo3;0.055953;1.343169
508;47605;REMOLINO;MAGDALENA;0.302313;Alto;19;59749.512388;Alto4;0.049365;1.174720
509;47660;SABANAS DE SAN ANGEL;MAGDALENA;0.164228;Bajo;6;124004.585230;Bajo1;0.102287;2.348365
510;47692;SAN SEBASTIÁN DE BUENAVISTA;MAGDALENA;0.186924;Medio;11;43881.024718;Medio1;0.036117;1.303292
511;25372;JUNÍN;CUNDINAMARCA;0.101600;Muy bajo;1;33815.581353;Muy bajo1;0.027561;0.981152
512;25377;LA CALERA;CUNDINAMARCA;0.229121;Medio;15;32751.761338;Medio5;0.026695;0.983018
513;25386;LA MESA;CUNDINAMARCA;0.152164;Muy bajo;4;14851.642299;Muy bajo4;0.012104;0.567862
514;25394;LA PALMA;CUNDINAMARCA;0.221009;Medio;14;18873.767514;Medio4;0.015398;0.803010
515;25398;LA PEÑA;CUNDINAMARCA;0.221539;Medio;14;12956.789410;Medio4;0.010568;0.549177
516;25402;LA VEGA;CUNDINAMARCA;0.177156;Bajo;10;15490.105084;Bajo5;0.012630;0.682972
517;25407;LENGUAZAQUE;CUNDINAMARCA;0.249812;Alto;16;15355.648603;Alto1;0.012527;0.588746
518;25436;MANTA;CUNDINAMARCA;0.205196;Medio;13;10643.075048;Medio3;0.008678;0.454934
519;25438;MEDINA;CUNDINAMARCA;0.202991;Medio;13;119891.027924;Medio3;0.097678;1.410455
520;25480;NARIÑO;CUNDINAMARCA;0.191392;Medio;12;5511.335411;Medio2;0.004490;0.502496
521;25473;MOSQUERA;CUNDINAMARCA;0.263178;Alto;17;10602.568234;Alto2;0.008642;0.579520
522;25506;VENECIA;CUNDINAMARCA;0.179542;Bajo;10;12242.021993;Bajo5;0.009969;0.505205
523;25486;NEMOCÓN;CUNDINAMARCA;0.195945;Medio;12;9820.665599;Medio2;0.008009;0.526611
524;25524;PANDI;CUNDINAMARCA;0.182160;Medio;11;7154.115621;Medio1;0.005827;0.383965
525;25612;RICAURTE;CUNDINAMARCA;0.209548;Medio;14;12794.597638;Medio4;0.010422;0.709177
526;25488;NILO;CUNDINAMARCA;0.235316;Medio;15;22438.521468;Medio5;0.018278;0.788954
527;25489;NIMAIMA;CUNDINAMARCA;0.173714;Bajo;9;5691.893515;Bajo4;0.004642;0.490168
528;25491;NOCAIMA;CUNDINAMARCA;0.162108;Bajo;6;7014.644475;Bajo1;0.005720;0.383523
529;25513;PACHO;CUNDINAMARCA;0.179145;Bajo;10;40528.646504;Bajo5;0.033057;1.061101
530;25518;PAIME;CUNDINAMARCA;0.180734;Medio;11;17319.279831;Medio1;0.014131;0.668394
531;25530;PARATEBUENO;CUNDINAMARCA;0.126770;Muy bajo;1;88453.182552;Muy bajo1;0.072055;1.766858
532;25535;PASCA;CUNDINAMARCA;0.157467;Muy bajo;5;25206.649524;Muy bajo5;0.020534;0.750921
533;25572;PUERTO SALGAR;CUNDINAMARCA;0.293207;Alto;18;51051.172621;Alto3;0.041666;1.324785
534;25580;PULÍ;CUNDINAMARCA;0.157056;Muy bajo;5;19737.393281;Muy bajo5;0.016086;0.640637
535;25645;SAN ANTONIO DE  TEQUENDAMA;CUNDINAMARCA;0.164100;Bajo;6;8950.637892;Bajo1;0.007294;0.372539
536;25592;QUEBRADANEGRA;CUNDINAMARCA;0.166267;Bajo;7;7957.997607;Bajo2;0.006490;0.410753
537;25594;QUETAME;CUNDINAMARCA;0.220834;Medio;14;13827.836752;Medio4;0.011265;0.557825
538;25596;QUIPILE;CUNDINAMARCA;0.186399;Medio;11;12760.845623;Medio1;0.010401;0.579339
539;25599;APULO;CUNDINAMARCA;0.202797;Medio;13;11884.317412;Medio3;0.009684;0.694097
540;25649;SAN BERNARDO;CUNDINAMARCA;0.194869;Medio;12;24537.705110;Medio2;0.019985;0.843346
541;25099;BOJACÁ;CUNDINAMARCA;0.188076;Medio;11;10280.056059;Medio1;0.008379;0.497898
542;25653;SAN CAYETANO;CUNDINAMARCA;0.168105;Bajo;7;28859.168205;Bajo2;0.023544;0.793452
543;25658;SAN FRANCISCO;CUNDINAMARCA;0.165445;Bajo;7;11843.699088;Bajo2;0.009657;0.575830
544;25662;SAN JUAN DE RIOSECO;CUNDINAMARCA;0.154025;Muy bajo;5;31238.597052;Muy bajo5;0.025464;0.921328
545;25718;SASAIMA;CUNDINAMARCA;0.170392;Bajo;8;11180.984767;Bajo3;0.009116;0.544230
546;25736;SESQUILÉ;CUNDINAMARCA;0.206446;Medio;13;13916.389034;Medio3;0.011348;0.591590
547;25269;FACATATIVÁ;CUNDINAMARCA;0.235910;Medio;15;15883.672107;Medio5;0.012949;0.595794
548;25279;FÓMEQUE;CUNDINAMARCA;0.160386;Muy bajo;5;45802.278672;Muy bajo5;0.037323;0.949053
549;25288;FÚQUENE;CUNDINAMARCA;0.197411;Medio;12;7827.002330;Medio2;0.006386;0.422874
550;25290;FUSAGASUGÁ;CUNDINAMARCA;0.174747;Bajo;9;21148.560360;Bajo4;0.017228;1.067424
551;25293;GACHALÁ;CUNDINAMARCA;0.125223;Muy bajo;1;38380.463064;Muy bajo1;0.031278;1.063320
552;25785;TABIO;CUNDINAMARCA;0.172588;Bajo;9;7559.101104;Bajo4;0.006163;0.387904
553;25151;CÁQUEZA;CUNDINAMARCA;0.148932;Muy bajo;3;11253.211847;Muy bajo3;0.009168;0.535745
554;25224;CUCUNUBÁ;CUNDINAMARCA;0.265184;Alto;17;11027.353010;Alto2;0.008995;0.551006
555;25297;GACHETÁ;CUNDINAMARCA;0.164575;Bajo;6;26090.990847;Bajo1;0.021270;0.769619
556;25299;GAMA;CUNDINAMARCA;0.134286;Muy bajo;2;10711.386177;Muy bajo2;0.008730;0.442251
557;25307;GIRARDOT;CUNDINAMARCA;0.307156;Alto;19;12999.363210;Alto4;0.010589;0.673314
558;25758;SOPÓ;CUNDINAMARCA;0.195581;Medio;12;11094.404012;Medio2;0.009045;0.551980
559;25797;TENA;CUNDINAMARCA;0.145312;Muy bajo;3;5127.860294;Muy bajo3;0.004179;0.381992
560;25769;SUBACHOQUE;CUNDINAMARCA;0.232028;Medio;15;20901.065539;Medio5;0.017043;0.666452
561;25772;SUESCA;CUNDINAMARCA;0.219375;Medio;14;17267.541917;Medio4;0.014083;0.884227
562;25777;SUPATÁ;CUNDINAMARCA;0.176423;Bajo;10;13016.366785;Bajo5;0.010615;0.463210
563;25799;TENJO;CUNDINAMARCA;0.233056;Medio;15;11461.136752;Medio5;0.009344;0.553344
564;25779;SUSA;CUNDINAMARCA;0.208369;Medio;13;10216.507724;Medio3;0.008336;0.514737
565;25781;SUTATAUSA;CUNDINAMARCA;0.219041;Medio;14;6489.675807;Medio4;0.005294;0.368425
566;25793;TAUSA;CUNDINAMARCA;0.146765;Muy bajo;3;20286.553891;Muy bajo3;0.016547;0.926214
567;25805;TIBACUY;CUNDINAMARCA;0.210410;Medio;14;8477.697569;Medio4;0.006906;0.431051
568;25807;TIBIRITA;CUNDINAMARCA;0.195532;Medio;12;5707.670272;Medio2;0.004654;0.326193
569;25815;TOCAIMA;CUNDINAMARCA;0.125503;Muy bajo;1;24773.239651;Muy bajo1;0.020183;0.997046
570;25898;ZIPACÓN;CUNDINAMARCA;0.185823;Medio;11;5404.389463;Medio1;0.004405;0.332203
571;25899;ZIPAQUIRÁ;CUNDINAMARCA;0.156784;Muy bajo;5;19338.573558;Muy bajo5;0.015770;0.841081
572;27001;QUIBDÓ;CHOCÓ;0.409427;Alto;20;350994.564906;Alto5;0.286062;5.090057
573;27006;ACANDÍ;CHOCÓ;0.206972;Medio;13;80408.128378;Medio3;0.065815;1.815558
574;27025;ALTO BAUDÓ (Pie de Pato);CHOCÓ;0.207768;Medio;13;206731.898198;Medio3;0.168283;3.234735
575;27050;ATRATO (Yuto);CHOCÓ;0.217711;Medio;14;43233.754142;Medio4;0.035217;1.302200
576;25817;TOCANCIPÁ;CUNDINAMARCA;0.267091;Alto;18;7442.229144;Alto3;0.006068;0.448195
577;25823;TOPAIPÍ;CUNDINAMARCA;0.201281;Medio;13;14303.779600;Medio3;0.011670;0.688952
578;25839;UBALÁ;CUNDINAMARCA;0.116370;Muy bajo;1;52315.504195;Muy bajo1;0.042639;1.414649
579;27073;BAGADÓ;CHOCÓ;0.279401;Alto;18;80746.063045;Alto3;0.065804;1.470297
580;27075;BAHÍA SOLANO (Mutis);CHOCÓ;0.143770;Muy bajo;3;89306.133399;Muy bajo3;0.072744;3.220021
581;27077;BAJO BAUDÓ (Pizarro);CHOCÓ;0.176259;Bajo;10;347575.399071;Bajo5;0.282581;5.690107
582;27099;BOJAYÁ (Bellavista);CHOCÓ;0.195657;Medio;12;362494.757339;Medio2;0.295515;3.729142
583;27135;EL CANTÓN DEL SAN PABLO (Managrú);CHOCÓ;0.231557;Medio;15;38021.532053;Medio5;0.030953;1.227234
584;27150;CARMEN DEL DARIÉN  (Curbaradó);CHOCÓ;0.380558;Alto;20;318062.704943;Alto5;0.259641;3.425252
585;27160;CÉRTEGUI;CHOCÓ;0.177770;Bajo;10;42097.922895;Bajo5;0.034286;1.439279
586;27205;CONDOTO;CHOCÓ;0.241147;Alto;16;46669.236828;Alto1;0.037990;1.485237
587;27245;EL CARMEN;CHOCÓ;0.206657;Medio;13;83060.321916;Medio3;0.067726;1.421794
588;27250;EL LITORAL DEL SAN JUÁN (Docordó);CHOCÓ;0.194820;Medio;12;412757.567510;Medio2;0.335366;4.364983
589;27361;ISTMINA;CHOCÓ;0.294316;Alto;19;188331.389030;Alto4;0.153150;4.788997
590;27372;JURADÓ;CHOCÓ;0.161226;Bajo;6;126130.377161;Bajo1;0.102837;3.296004
591;27413;LLORÓ;CHOCÓ;0.206268;Medio;13;83348.225381;Medio3;0.067917;1.713649
592;27425;MEDIO ATRATO (Beté);CHOCÓ;0.175170;Bajo;9;181312.203031;Bajo4;0.147795;2.499259
593;27430;MEDIO BAUDÓ(Boca de Pepé);CHOCÓ;0.169298;Bajo;8;137477.680861;Bajo3;0.111831;2.512408
594;27450;MEDIO SAN JUAN (Andagoya);CHOCÓ;0.278849;Alto;18;67000.991777;Alto3;0.054496;2.715662
595;27491;NÓVITA;CHOCÓ;0.212711;Medio;14;94533.613726;Medio4;0.076917;1.683504
596;27495;NUQUÍ;CHOCÓ;0.157115;Muy bajo;5;70516.920062;Muy bajo5;0.057384;2.357790
597;27580;RIO IRÓ (Santa Rita);CHOCÓ;0.193055;Medio;12;32605.260928;Medio2;0.026547;1.130565
598;27600;RIO QUITO (Paimadó);CHOCÓ;0.193703;Medio;12;69041.816761;Medio2;0.056221;1.464327
599;27615;RIOSUCIO;CHOCÓ;0.230632;Medio;15;743955.101829;Medio5;0.607464;6.297170
600;27660;SAN JOSÉ DEL PALMAR;CHOCÓ;0.175458;Bajo;9;158053.465817;Bajo4;0.128683;1.686609
601;27745;SIPÍ;CHOCÓ;0.223744;Medio;15;157145.880947;Medio5;0.127830;2.100112
602;25841;UBAQUE;CUNDINAMARCA;0.151779;Muy bajo;4;10851.050698;Muy bajo4;0.008842;0.517086
603;25843;UBATÉ;CUNDINAMARCA;0.216283;Medio;14;10263.121007;Medio4;0.008373;0.459890
604;25845;UNE;CUNDINAMARCA;0.146529;Muy bajo;3;21070.425715;Muy bajo3;0.017165;0.833770
605;25851;ÚTICA;CUNDINAMARCA;0.206978;Medio;13;9120.373123;Medio3;0.007439;0.524260
606;25862;VERGARA;CUNDINAMARCA;0.165069;Bajo;7;14504.562911;Bajo2;0.011830;0.592455
607;25867;VIANÍ;CUNDINAMARCA;0.191760;Medio;12;6680.041985;Medio2;0.005446;0.459210
608;27787;TADÓ;CHOCÓ;0.244507;Alto;16;71416.824210;Alto1;0.058169;1.835213
609;27800;UNGUÍA;CHOCÓ;0.274685;Alto;18;118302.629787;Alto3;0.096790;1.751900
610;27810;UNIÓN PANAMERICANA ( Animas);CHOCÓ;0.303336;Alto;19;17764.934402;Alto4;0.014463;0.972420
611;41001;NEIVA;HUILA;0.272764;Alto;18;119782.722054;Alto3;0.097399;2.841744
612;41006;ACEVEDO;HUILA;0.142237;Muy bajo;3;53887.469624;Muy bajo3;0.043748;1.131788
613;41013;AGRADO;HUILA;0.204131;Medio;13;26827.884847;Medio3;0.021794;0.888179
614;41016;AIPE;HUILA;0.168059;Bajo;7;79639.477951;Bajo2;0.064770;2.027011
615;41020;ALGECIRAS;HUILA;0.199949;Medio;13;58939.304971;Medio3;0.047905;1.246908
616;25871;VILLAGÓMEZ;CUNDINAMARCA;0.185364;Medio;11;6189.843763;Medio1;0.005049;0.440719
617;41132;CAMPOALEGRE;HUILA;0.119675;Muy bajo;1;46162.333524;Muy bajo1;0.037524;1.018713
618;41206;COLOMBIA;HUILA;0.158965;Muy bajo;5;158454.555178;Muy bajo5;0.128944;2.320707
619;25873;VILLAPINZÓN;CUNDINAMARCA;0.178809;Bajo;10;22562.869773;Bajo5;0.018403;0.771360
620;41615;RIVERA;HUILA;0.296056;Alto;19;32234.665319;Alto4;0.026207;0.894621
621;41660;SALADOBLANCO;HUILA;0.135309;Muy bajo;2;46637.561031;Muy bajo2;0.037860;1.297418
622;41668;SAN AGUSTÍN;HUILA;0.159446;Muy bajo;5;138797.207418;Muy bajo5;0.112633;1.992555
623;41676;SANTA MARÍA;HUILA;0.168907;Bajo;8;33858.150384;Bajo3;0.027521;0.844364
624;25875;VILLETA;CUNDINAMARCA;0.214273;Medio;14;14096.281862;Medio4;0.011494;0.565307
625;25878;VIOTÁ;CUNDINAMARCA;0.159261;Muy bajo;5;20391.827856;Muy bajo5;0.016614;0.712853
626;25885;YACOPÍ;CUNDINAMARCA;0.138000;Muy bajo;2;95792.948789;Muy bajo2;0.078183;1.955313
627;41799;TELLO;HUILA;0.257641;Alto;17;53157.321891;Alto2;0.043231;1.381346
628;41801;TERUEL;HUILA;0.199139;Medio;13;47016.497757;Medio3;0.038211;1.633970
629;41026;ALTAMIRA;HUILA;0.172257;Bajo;8;18101.637022;Bajo3;0.014702;0.672191
630;41078;BARAYA;HUILA;0.176367;Bajo;10;78619.750547;Bajo5;0.063949;1.451401
631;41244;ELÍAS;HUILA;0.207347;Medio;13;8076.716379;Medio3;0.006558;0.492054
632;41298;GARZÓN;HUILA;0.129387;Muy bajo;2;60824.488962;Muy bajo2;0.049415;1.306575
633;41306;GIGANTE;HUILA;0.175386;Bajo;9;50437.795024;Bajo4;0.040984;1.092754
634;44874;VILLANUEVA;LA GUAJIRA;0.201475;Medio;13;26051.092192;Medio3;0.021513;0.828248
635;47001;SANTA MARTA;MAGDALENA;0.144104;Muy bajo;3;234789.753758;Muy bajo3;0.194296;2.916570
636;47030;ALGARROBO;MAGDALENA;0.176130;Bajo;9;40740.371696;Bajo4;0.033621;1.213584
637;47053;ARACATACA;MAGDALENA;0.175681;Bajo;9;174500.373365;Bajo4;0.144180;2.532432
638;47058;ARIGUANÍ (El Dificil);MAGDALENA;0.179706;Bajo;10;113278.940947;Bajo5;0.093364;1.622994
639;41319;GUADALUPE;HUILA;0.133015;Muy bajo;2;25069.513944;Muy bajo2;0.020362;0.702320
640;52835;TUMACO;NARIÑO;0.109105;Muy bajo;1;360253.082863;Muy bajo1;0.290947;5.941069
641;52838;TÚQUERRES;NARIÑO;0.153989;Muy bajo;5;21715.211084;Muy bajo5;0.017577;0.745985
642;41349;HOBO;HUILA;0.226445;Medio;15;19436.159268;Medio5;0.015796;0.652176
643;41357;ÍQUIRA;HUILA;0.178388;Bajo;10;35604.588807;Bajo5;0.028934;0.980840
644;41359;ISNOS;HUILA;0.122245;Muy bajo;1;37673.997418;Muy bajo1;0.030580;1.567302
645;41378;LA ARGENTINA;HUILA;0.142655;Muy bajo;3;35725.005141;Muy bajo3;0.029007;1.367940
646;41396;LA PLATA;HUILA;0.164979;Bajo;7;81499.971787;Bajo2;0.066189;1.564514
647;41483;NÁTAGA;HUILA;0.179762;Bajo;10;12842.063482;Bajo5;0.010434;0.609553
648;41503;OPORAPA;HUILA;0.157017;Muy bajo;5;15421.917479;Muy bajo5;0.012522;0.632294
649;41518;PAICOL;HUILA;0.179782;Bajo;10;27954.912026;Bajo5;0.022711;1.108599
650;41524;PALERMO;HUILA;0.256766;Alto;17;88514.639403;Alto2;0.071960;1.763666
651;41530;PALESTINA;HUILA;0.192070;Medio;12;17880.419186;Medio2;0.014513;0.654587
652;41548;PITAL;HUILA;0.193114;Medio;12;19362.464231;Medio2;0.015727;0.860656
653;41551;PITALITO;HUILA;0.204727;Medio;13;62607.840602;Medio3;0.050823;1.467670
654;41770;SUAZA;HUILA;0.141577;Muy bajo;2;42994.195605;Muy bajo2;0.034915;0.911955
655;41791;TARQUI;HUILA;0.186363;Medio;11;36371.460442;Medio1;0.029539;0.883911
656;41797;TESALIA;HUILA;0.200429;Medio;13;37281.571525;Medio3;0.030293;1.123975
657;41807;TIMANÁ;HUILA;0.176948;Bajo;10;18628.975926;Bajo5;0.015127;0.647990
658;41872;VILLAVIEJA;HUILA;0.177973;Bajo;10;54053.535852;Bajo5;0.043969;1.330800
659;41885;YAGUARÁ;HUILA;0.276705;Alto;18;33301.240625;Alto3;0.027065;0.844445
660;44001;RIOHACHA;LA GUAJIRA;0.107610;Muy bajo;1;308529.144639;Muy bajo1;0.255330;2.886593
661;44035;ALBANIA;LA GUAJIRA;0.252941;Alto;17;54417.406764;Alto2;0.045017;1.379756
662;44078;BARRANCAS;LA GUAJIRA;0.227851;Medio;15;80063.461327;Medio5;0.066189;1.442445
663;44090;DIBULLA;LA GUAJIRA;0.142541;Muy bajo;3;175136.204954;Muy bajo3;0.144900;1.922850
664;44098;DISTRACCIÓN;LA GUAJIRA;0.188668;Medio;11;23295.235957;Medio1;0.019258;0.856173
665;44110;EL MOLINO;LA GUAJIRA;0.195181;Medio;12;24245.797912;Medio2;0.020024;0.700773
666;44279;FONSECA;LA GUAJIRA;0.286368;Alto;18;47263.132395;Alto3;0.039056;1.247143
667;44378;HATO NUEVO;LA GUAJIRA;0.223642;Medio;15;21517.428713;Medio5;0.017796;1.118707
668;44420;LA JAGUA DEL PILAR;LA GUAJIRA;0.209612;Medio;14;17864.307608;Medio4;0.014747;0.926438
669;44430;MAICAO;LA GUAJIRA;0.229585;Medio;15;176903.840025;Medio5;0.146388;2.643686
670;44560;MANAURE;LA GUAJIRA;0.206974;Medio;13;162095.121385;Medio3;0.134273;2.056146
671;44650;SAN JUAN DEL CESAR;LA GUAJIRA;0.253514;Alto;17;131306.383569;Alto2;0.108520;2.371392
672;44847;URIBIA;LA GUAJIRA;0.146195;Muy bajo;3;788350.866374;Muy bajo3;0.653338;6.102348
673;44855;URUMITA;LA GUAJIRA;0.192768;Medio;12;24657.606916;Medio2;0.020357;1.005212
674;47161;CERRO DE SAN ANTONIO;MAGDALENA;0.180940;Medio;11;17504.222776;Medio1;0.014445;0.682334
675;47170;CHIVOLO;MAGDALENA;0.186449;Medio;11;53696.711669;Medio1;0.044289;1.150537
676;47189;CIÉNAGA;MAGDALENA;0.145665;Muy bajo;3;132527.670233;Muy bajo3;0.109588;2.533945
677;47205;CONCORDIA;MAGDALENA;0.179818;Bajo;10;10941.579527;Bajo5;0.009028;0.535627
678;47245;EL BANCO;MAGDALENA;0.195653;Medio;12;81488.616145;Medio2;0.067026;1.609977
679;47258;EL PIÑÓN;MAGDALENA;0.180973;Medio;11;55856.125091;Medio1;0.046103;1.131630
680;47268;EL RETÉN;MAGDALENA;0.296892;Alto;19;26372.689041;Alto4;0.021791;0.943672
681;47288;FUNDACIÓN;MAGDALENA;0.257127;Alto;17;96988.785147;Alto2;0.080089;2.493195
682;47318;GUAMAL;MAGDALENA;0.191196;Medio;12;56322.124631;Medio2;0.046343;1.125944
