OBJECTID;Codigo Municipio;Nombre Municipio;Nombre Departamento;Valor Riesgo CC;Riesgo CC;Vulnerabilidad Vs Amenaza;Area Ha;Simbologia;st_area(shape);st_length(shape)
683;47460;NUEVA GRANADA;MAGDALENA;0.197260;Medio;12;84334.734759;Medio2;0.069488;1.444681
684;52207;CONSACÁ;NARIÑO;0.144133;Muy bajo;3;11909.198278;Muy bajo3;0.009644;0.458239
685;52210;CONTADERO;NARIÑO;0.138185;Muy bajo;2;4322.761744;Muy bajo2;0.003499;0.324807
686;52254;EL PEÑOL;NARIÑO;0.133158;Muy bajo;2;12156.992907;Muy bajo2;0.009846;0.546497
687;52256;EL ROSARIO;NARIÑO;0.137289;Muy bajo;2;52008.300097;Muy bajo2;0.042127;1.407536
688;54480;MUTISCUA;NORTE DE SANTANDER;0.127253;Muy bajo;1;16000.967037;Muy bajo1;0.013096;0.528782
689;54498;OCAÑA;NORTE DE SANTANDER;0.184648;Medio;11;52160.087366;Medio1;0.042798;1.708288
690;52885;YACUANQUER;NARIÑO;0.148096;Muy bajo;3;10240.425637;Muy bajo3;0.008292;0.446599
691;54001;CÚCUTA;NORTE DE SANTANDER;0.329310;Alto;19;113488.742605;Alto4;0.093036;2.784177
692;54003;ÁBREGO;NORTE DE SANTANDER;0.152459;Muy bajo;4;138145.630400;Muy bajo4;0.113281;2.175645
693;54051;ARBOLEDAS;NORTE DE SANTANDER;0.168376;Bajo;7;45703.470517;Bajo2;0.037435;1.159251
694;54099;BOCHALEMA;NORTE DE SANTANDER;0.209986;Medio;14;16922.779919;Medio4;0.013859;0.733229
695;54518;PAMPLONA;NORTE DE SANTANDER;0.231973;Medio;15;29961.882947;Medio5;0.024525;1.009958
696;54109;BUCARASICA;NORTE DE SANTANDER;0.158360;Muy bajo;5;27005.587637;Muy bajo5;0.022145;0.790078
697;54520;PAMPLONITA;NORTE DE SANTANDER;0.136040;Muy bajo;2;17045.077152;Muy bajo2;0.013955;0.681042
698;50245;EL CALVARIO;META;0.130668;Muy bajo;2;27534.714542;Muy bajo2;0.022432;0.769584
699;50251;EL CASTILLO;META;0.152265;Muy bajo;4;57093.735633;Muy bajo4;0.046473;1.109529
700;54553;PUERTO SANTANDER;NORTE DE SANTANDER;0.228446;Medio;15;4447.876551;Medio5;0.003648;0.493612
701;52215;CÓRDOBA;NARIÑO;0.100000;Muy bajo;1;30459.058083;Muy bajo1;0.024666;1.165909
702;52224;CUASPUD (Carlosama);NARIÑO;0.142321;Muy bajo;3;5712.705463;Muy bajo3;0.004623;0.417671
703;52227;CUMBAL;NARIÑO;0.126797;Muy bajo;1;91532.764354;Muy bajo1;0.074029;1.399310
704;52233;CUMBITARA;NARIÑO;0.138909;Muy bajo;2;35584.797303;Muy bajo2;0.028813;1.195786
705;52240;CHACHAGUÍ;NARIÑO;0.146003;Muy bajo;3;14615.602397;Muy bajo3;0.011840;0.718680
706;54599;RAGONVALIA;NORTE DE SANTANDER;0.173939;Bajo;9;9747.071773;Bajo4;0.007981;0.469499
707;54660;SALAZAR;NORTE DE SANTANDER;0.158240;Muy bajo;5;49439.293650;Muy bajo5;0.040510;1.089079
708;54670;SAN CALIXTO;NORTE DE SANTANDER;0.175676;Bajo;9;39635.964888;Bajo4;0.032537;1.356865
709;54673;SAN CAYETANO;NORTE DE SANTANDER;0.249254;Alto;16;13942.281866;Alto1;0.011424;0.656677
710;52250;EL CHARCO;NARIÑO;0.163533;Bajo;6;251422.680981;Bajo1;0.203533;4.269699
711;54680;SANTIAGO;NORTE DE SANTANDER;0.209263;Medio;14;17174.696954;Medio4;0.014075;0.646649
712;54720;SARDINATA;NORTE DE SANTANDER;0.168927;Bajo;8;145735.860522;Bajo3;0.119549;2.515362
713;54743;SILOS;NORTE DE SANTANDER;0.185956;Medio;11;31652.007425;Medio1;0.025899;0.832400
714;54800;TEORAMA;NORTE DE SANTANDER;0.136196;Muy bajo;2;92465.371586;Muy bajo2;0.075964;2.474893
715;54810;TIBÚ;NORTE DE SANTANDER;0.168830;Bajo;8;268116.078475;Bajo3;0.220188;3.986429
716;54820;TOLEDO;NORTE DE SANTANDER;0.120759;Muy bajo;1;147974.709459;Muy bajo1;0.121038;2.049741
717;54871;VILLA CARO;NORTE DE SANTANDER;0.159697;Muy bajo;5;40117.880909;Muy bajo5;0.032887;1.174050
718;54874;VILLA DEL ROSARIO;NORTE DE SANTANDER;0.237438;Medio;15;9174.422349;Medio5;0.007515;0.715186
719;63001;ARMENIA;QUINDÍO;0.237452;Medio;15;11962.214155;Medio5;0.009739;0.796585
720;68861;VÉLEZ;SANTANDER;0.144507;Muy bajo;3;44881.336589;Muy bajo3;0.036671;2.129995
721;68872;VILLANUEVA;SANTANDER;0.269625;Alto;18;9707.413167;Alto3;0.007937;0.546125
722;68895;ZAPATOCA;SANTANDER;0.187471;Medio;11;36422.227674;Medio1;0.029790;1.258829
723;52258;EL TABLÓN;NARIÑO;0.133769;Muy bajo;2;30659.655984;Muy bajo2;0.024851;0.806789
724;52260;EL TAMBO;NARIÑO;0.157699;Muy bajo;5;24663.136594;Muy bajo5;0.019976;0.813383
725;52287;FUNES;NARIÑO;0.125836;Muy bajo;1;39484.615633;Muy bajo1;0.031978;1.255019
726;52317;GUACHUCAL;NARIÑO;0.154327;Muy bajo;5;15661.434615;Muy bajo5;0.012673;0.706504
727;63111;BUENAVISTA;QUINDÍO;0.177990;Bajo;10;3691.955440;Bajo5;0.003005;0.235644
728;63130;CALARCÁ;QUINDÍO;0.223414;Medio;15;21891.784175;Medio5;0.017824;0.890264
729;52320;GUAITARILLA;NARIÑO;0.146626;Muy bajo;3;11692.364626;Muy bajo3;0.009466;0.482006
730;52323;GUALMATÁN;NARIÑO;0.143320;Muy bajo;3;3005.021889;Muy bajo3;0.002432;0.238846
731;52352;ILES;NARIÑO;0.147143;Muy bajo;3;8046.113931;Muy bajo3;0.006514;0.410781
732;63212;CÓRDOBA;QUINDÍO;0.173074;Bajo;9;9545.615163;Bajo4;0.007771;0.462280
733;52354;IMUÉS;NARIÑO;0.147338;Muy bajo;3;8186.095911;Muy bajo3;0.006628;0.408510
734;52356;IPIALES;NARIÑO;0.108411;Muy bajo;1;158528.631281;Muy bajo1;0.128368;2.808624
735;66318;GUÁTICA;RISARALDA;0.165426;Bajo;7;10057.038914;Bajo2;0.008197;0.460709
736;52378;LA CRUZ;NARIÑO;0.143543;Muy bajo;3;23894.244382;Muy bajo3;0.019371;0.656775
737;52381;LA FLORIDA;NARIÑO;0.145606;Muy bajo;3;13621.626428;Muy bajo3;0.011032;0.785475
738;52385;LA LLANADA;NARIÑO;0.130911;Muy bajo;2;24504.751823;Muy bajo2;0.019835;1.366438
739;52390;LA TOLA;NARIÑO;0.323797;Alto;19;41644.941269;Alto4;0.033685;1.620133
740;52399;LA UNIÓN;NARIÑO;0.169608;Bajo;8;14223.272824;Bajo3;0.011526;0.755037
741;52405;LEIVA;NARIÑO;0.152372;Muy bajo;4;30976.660782;Muy bajo4;0.025099;1.052073
742;52411;LINARES;NARIÑO;0.144638;Muy bajo;3;13577.147211;Muy bajo3;0.010993;0.613922
743;52418;LOS ANDES (Sotomayor);NARIÑO;0.148935;Muy bajo;3;95786.792909;Muy bajo3;0.077536;2.075435
744;52427;MAGÜÍ (Payán);NARIÑO;0.106765;Muy bajo;1;181000.578217;Muy bajo1;0.146417;2.402241
745;52435;MALLAMA (Piedrancha);NARIÑO;0.126020;Muy bajo;1;56896.205428;Muy bajo1;0.046031;1.280980
746;52473;MOSQUERA;NARIÑO;0.188583;Medio;11;76030.697037;Medio1;0.061463;1.488819
747;52480;NARIÑO;NARIÑO;0.164824;Bajo;7;4950.774589;Bajo2;0.004010;0.358057
748;52490;OLAYA HERRERA (Bocas de Satinga);NARIÑO;0.241146;Alto;16;100416.053641;Alto1;0.081199;1.764042
749;52506;OSPINA;NARIÑO;0.147746;Muy bajo;3;6483.594760;Muy bajo3;0.005249;0.334509
750;52520;FRANCISCO PIZARRO (Salahonda);NARIÑO;0.227279;Medio;15;52286.976487;Medio5;0.042241;1.564400
751;52540;POLICARPA;NARIÑO;0.130418;Muy bajo;2;43385.027396;Muy bajo2;0.035137;1.180411
752;52560;POTOSÍ;NARIÑO;0.107840;Muy bajo;1;37660.223379;Muy bajo1;0.030493;1.258261
753;52565;PROVIDENCIA;NARIÑO;0.155849;Muy bajo;5;4013.647729;Muy bajo5;0.003249;0.353436
754;52573;PUERRES;NARIÑO;0.104812;Muy bajo;1;35014.719585;Muy bajo1;0.028357;1.187046
755;52585;PUPIALES;NARIÑO;0.134168;Muy bajo;2;12967.241494;Muy bajo2;0.010495;0.585169
756;52612;RICAURTE;NARIÑO;0.106361;Muy bajo;1;105596.778959;Muy bajo1;0.085392;2.149268
757;52621;ROBERTO PAYÁN (San José);NARIÑO;0.142302;Muy bajo;3;145756.584769;Muy bajo3;0.117807;2.341908
758;52678;SAMANIEGO;NARIÑO;0.124921;Muy bajo;1;60443.584286;Muy bajo1;0.048923;1.762915
759;52683;SANDONÁ;NARIÑO;0.152173;Muy bajo;4;10150.758737;Muy bajo4;0.008220;0.482156
760;52685;SAN BERNARDO;NARIÑO;0.183807;Medio;11;6492.665052;Medio1;0.005263;0.467597
761;52687;SAN LORENZO;NARIÑO;0.134821;Muy bajo;2;24885.934259;Muy bajo2;0.020164;0.755645
762;52693;SAN PABLO;NARIÑO;0.127143;Muy bajo;1;11233.048321;Muy bajo1;0.009106;0.483324
763;52694;SAN PEDRO DE CARTAGO (Cartago);NARIÑO;0.148997;Muy bajo;3;5501.719692;Muy bajo3;0.004459;0.356419
764;52696;SANTA BÁRBARA (Iscuandé);NARIÑO;0.100000;Muy bajo;1;120049.668680;Muy bajo1;0.097177;2.311332
765;52699;SANTA CRUZ (Guachavés);NARIÑO;0.129126;Muy bajo;2;53911.380129;Muy bajo2;0.043628;1.293276
766;52720;SAPUYES;NARIÑO;0.149381;Muy bajo;3;11509.932768;Muy bajo3;0.009315;0.637399
767;52786;TAMINANGO;NARIÑO;0.145529;Muy bajo;3;23463.315953;Muy bajo3;0.019007;0.656731
768;52788;TANGUA;NARIÑO;0.134917;Muy bajo;2;21821.794113;Muy bajo2;0.017673;0.764722
769;54125;CÁCOTA;NORTE DE SANTANDER;0.182063;Medio;11;13880.897743;Medio1;0.011359;0.536375
770;54128;CÁCHIRA;NORTE DE SANTANDER;0.155315;Muy bajo;5;61475.999308;Muy bajo5;0.050370;1.571592
771;54172;CHINÁCOTA;NORTE DE SANTANDER;0.217214;Medio;14;16765.253909;Medio4;0.013728;0.742905
772;54174;CHITAGÁ;NORTE DE SANTANDER;0.170747;Bajo;8;118520.953697;Bajo3;0.096931;1.873876
773;54206;CONVENCIÓN;NORTE DE SANTANDER;0.134864;Muy bajo;2;92959.291349;Muy bajo2;0.076394;2.784065
774;54223;CUCUTILLA;NORTE DE SANTANDER;0.137455;Muy bajo;2;37483.768723;Muy bajo2;0.030693;0.852008
775;54239;DURANIA;NORTE DE SANTANDER;0.196492;Medio;12;17602.173380;Medio2;0.014420;0.591812
776;54245;EL CARMEN;NORTE DE SANTANDER;0.148627;Muy bajo;3;172913.030767;Muy bajo3;0.142108;3.129802
777;54250;EL TARRA;NORTE DE SANTANDER;0.130105;Muy bajo;2;70182.156778;Muy bajo2;0.057640;1.392076
778;54261;EL ZULIA;NORTE DE SANTANDER;0.244187;Alto;16;51468.320066;Alto1;0.042195;1.399330
779;54313;GRAMALOTE;NORTE DE SANTANDER;0.202918;Medio;13;14939.781568;Medio3;0.012245;0.662759
780;54344;HACARÍ;NORTE DE SANTANDER;0.139727;Muy bajo;2;41867.006942;Muy bajo2;0.034359;0.960279
781;54347;HERRÁN;NORTE DE SANTANDER;0.128280;Muy bajo;2;10740.751546;Muy bajo2;0.008792;0.605744
782;54377;LABATECA;NORTE DE SANTANDER;0.127406;Muy bajo;1;25547.413081;Muy bajo1;0.020903;0.801855
783;54385;LA ESPERANZA;NORTE DE SANTANDER;0.139510;Muy bajo;2;65431.625762;Muy bajo2;0.053619;1.702623
784;54398;LA PLAYA;NORTE DE SANTANDER;0.151198;Muy bajo;4;24251.119606;Muy bajo4;0.019898;1.093564
785;54405;LOS PATIOS;NORTE DE SANTANDER;0.220808;Medio;14;12646.644980;Medio4;0.010359;0.651819
786;54418;LOURDES;NORTE DE SANTANDER;0.173696;Bajo;9;8772.225110;Bajo4;0.007191;0.459080
787;47675;SALAMINA;MAGDALENA;0.185097;Medio;11;16983.855064;Medio1;0.014025;0.536580
788;47703;SAN ZENÓN;MAGDALENA;0.166771;Bajo;7;26799.991876;Bajo2;0.022056;1.091400
789;47707;SANTA ANA;MAGDALENA;0.171368;Bajo;8;111825.685564;Bajo3;0.092080;2.952085
790;47720;SANTA BÁRBARA DE PINTO;MAGDALENA;0.180150;Medio;11;49511.416724;Medio1;0.040767;1.170467
791;47745;SITIONUEVO;MAGDALENA;0.212994;Medio;14;97123.413790;Medio4;0.080305;1.514524
792;47798;TENERIFE;MAGDALENA;0.178869;Bajo;10;49493.070470;Bajo5;0.040798;0.988056
793;47960;ZAPAYÁN;MAGDALENA;0.153538;Muy bajo;5;35275.832104;Muy bajo5;0.029096;1.167265
794;47980;ZONA BANANERA;MAGDALENA;0.215845;Medio;14;44610.825546;Medio4;0.036878;1.283947
795;50001;VILLAVICENCIO;META;0.320288;Alto;19;131145.774322;Alto4;0.106797;2.053234
796;50006;ACACÍAS;META;0.200769;Medio;13;112331.652294;Medio3;0.091473;2.000231
797;50110;BARRANCA DE UPÍA;META;0.165079;Bajo;7;40761.082745;Bajo2;0.033203;1.259120
798;50124;CABUYARO;META;0.142871;Muy bajo;3;91102.562690;Muy bajo3;0.074188;1.964778
799;50150;CASTILLA LA NUEVA;META;0.161839;Bajo;6;51201.727888;Bajo1;0.041682;1.260839
800;50223;CUBARRAL;META;0.172439;Bajo;8;115636.976759;Bajo3;0.094148;2.056034
801;50226;CUMARAL;META;0.143340;Muy bajo;3;62169.239850;Muy bajo3;0.050632;1.775624
802;50270;EL DORADO;META;0.204254;Medio;13;11803.384591;Medio3;0.009609;0.427194
803;50287;FUENTE DE ORO;META;0.215848;Medio;14;57608.958239;Medio4;0.046878;1.319289
804;50313;GRANADA;META;0.172162;Bajo;8;33673.135247;Bajo3;0.027405;0.937719
805;50318;GUAMAL;META;0.204591;Medio;13;59936.595053;Medio3;0.048805;1.421488
806;50325;MAPIRIPÁN;META;0.201766;Medio;13;1194646.286170;Medio3;0.970518;8.197748
807;50330;MESETAS;META;0.110216;Muy bajo;1;227853.760937;Muy bajo1;0.185385;3.507543
808;50350;LA MACARENA;META;0.160594;Bajo;6;1084152.006680;Bajo1;0.881367;5.600859
809;50370;URIBE;META;0.132813;Muy bajo;2;643742.423874;Muy bajo2;0.523686;5.016884
810;50400;LEJANÍAS;META;0.133515;Muy bajo;2;82002.649440;Muy bajo2;0.066749;1.683703
811;50450;PUERTO CONCORDIA;META;0.112691;Muy bajo;1;125401.751126;Muy bajo1;0.101932;2.498239
812;50568;PUERTO GAITÁN;META;0.151512;Muy bajo;4;1727321.659660;Muy bajo4;1.404243;7.583009
813;50573;PUERTO LÓPEZ;META;0.135798;Muy bajo;2;687582.927290;Muy bajo2;0.559573;5.659986
814;50577;PUERTO LLERAS;META;0.205480;Medio;13;254892.036575;Medio3;0.207345;3.346964
815;50590;PUERTO RICO;META;0.178091;Bajo;10;337916.176561;Bajo5;0.274761;3.288219
816;50606;RESTREPO;META;0.199833;Medio;13;36908.017893;Medio3;0.030061;1.837945
817;50680;SAN CARLOS DE GUAROA;META;0.188001;Medio;11;80728.305430;Medio1;0.065716;1.500705
818;50683;SAN JUAN DE ARAMA;META;0.140383;Muy bajo;2;117996.563796;Muy bajo2;0.096013;2.259876
819;50686;SAN JUANITO;META;0.156526;Muy bajo;5;23714.725362;Muy bajo5;0.019322;0.640158
820;50689;SAN MARTÍN;META;0.131025;Muy bajo;2;594541.419148;Muy bajo2;0.483710;6.245083
821;50711;VISTAHERMOSA;META;0.171214;Bajo;8;483724.069731;Bajo3;0.393423;5.485300
822;52001;PASTO;NARIÑO;0.181475;Medio;11;107638.097834;Medio1;0.087200;1.648615
823;52019;ALBÁN (San José);NARIÑO;0.147003;Muy bajo;3;3885.105429;Muy bajo3;0.003149;0.325897
824;52022;ALDANA;NARIÑO;0.138063;Muy bajo;2;4757.240900;Muy bajo2;0.003850;0.451112
825;52036;ANCUYA;NARIÑO;0.127164;Muy bajo;1;6881.981885;Muy bajo1;0.005572;0.369595
826;52051;ARBOLEDA (Berruecos);NARIÑO;0.163237;Bajo;6;6033.617182;Bajo1;0.004889;0.367143
827;52079;BARBACOAS;NARIÑO;0.154968;Muy bajo;5;273468.289489;Muy bajo5;0.221105;3.690580
828;66400;LA VIRGINIA;RISARALDA;0.246281;Alto;16;3280.232347;Alto1;0.002672;0.253812
829;52083;BELÉN;NARIÑO;0.143723;Muy bajo;3;4183.827953;Muy bajo3;0.003391;0.362639
830;52110;BUESACO;NARIÑO;0.139986;Muy bajo;2;63608.615679;Muy bajo2;0.051543;1.183858
831;52203;COLÓN (Génova);NARIÑO;0.146366;Muy bajo;3;6176.946759;Muy bajo3;0.005007;0.447964
832;63190;CIRCASIA;QUINDÍO;0.205319;Medio;13;9148.098292;Medio3;0.007450;0.509361
833;63272;FILANDIA;QUINDÍO;0.202010;Medio;13;10386.521724;Medio3;0.008459;0.564666
834;63302;GÉNOVA;QUINDÍO;0.211451;Medio;14;29242.353020;Medio4;0.023798;0.782127
835;63401;LA TEBAIDA;QUINDÍO;0.189874;Medio;11;9086.962943;Medio1;0.007397;0.607587
836;63470;MONTENEGRO;QUINDÍO;0.217519;Medio;14;14991.665755;Medio4;0.012205;0.685635
837;63548;PIJAO;QUINDÍO;0.201435;Medio;13;25240.323750;Medio3;0.020546;0.730361
838;63594;QUIMBAYA;QUINDÍO;0.245960;Alto;16;13336.852250;Alto1;0.010859;0.617641
839;63690;SALENTO;QUINDÍO;0.178300;Bajo;10;34692.915836;Bajo5;0.028256;0.924900
840;66001;PEREIRA;RISARALDA;0.260033;Alto;17;60759.855425;Alto2;0.049489;1.888816
841;66045;APÍA;RISARALDA;0.172947;Bajo;9;14872.524023;Bajo4;0.012117;0.691260
842;66075;BALBOA;RISARALDA;0.191192;Medio;12;11995.404764;Medio2;0.009770;0.494001
843;66088;BELÉN DE UMBRÍA;RISARALDA;0.200524;Medio;13;18078.502356;Medio3;0.014732;0.577902
844;66170;DOSQUEBRADAS;RISARALDA;0.208773;Medio;14;7065.744069;Medio4;0.005756;0.358538
845;66383;LA CELIA;RISARALDA;0.179721;Bajo;10;9232.623375;Bajo5;0.007520;0.514404
846;66440;MARSELLA;RISARALDA;0.203419;Medio;13;14873.036661;Medio3;0.012117;0.594987
847;66456;MISTRATÓ;RISARALDA;0.138655;Muy bajo;2;56593.658959;Muy bajo2;0.046128;1.113563
848;66572;PUEBLO RICO;RISARALDA;0.137227;Muy bajo;2;61301.742917;Muy bajo2;0.049949;1.103698
849;66594;QUINCHÍA;RISARALDA;0.184389;Medio;11;13973.717784;Medio1;0.011391;0.466458
850;66682;SANTA ROSA DE CABAL;RISARALDA;0.200523;Medio;13;54674.447475;Medio3;0.044543;1.212893
851;66687;SANTUARIO;RISARALDA;0.162436;Bajo;6;19276.388699;Bajo1;0.015702;0.885482
852;68077;BARBOSA;SANTANDER;0.164604;Bajo;6;4755.765868;Bajo1;0.003884;0.274376
853;68001;BUCARAMANGA;SANTANDER;0.294755;Alto;19;15337.318887;Alto4;0.012552;0.660332
854;68013;AGUADA;SANTANDER;0.149614;Muy bajo;4;7556.956895;Muy bajo4;0.006174;0.482509
855;68020;ALBANIA;SANTANDER;0.168239;Bajo;7;16593.554764;Bajo2;0.013547;0.825919
856;68051;ARATOCA;SANTANDER;0.184041;Medio;11;17060.536163;Medio1;0.013949;0.657099
857;68079;BARICHARA;SANTANDER;0.158718;Muy bajo;5;13762.633084;Muy bajo5;0.011252;0.548976
858;68081;BARRANCABERMEJA;SANTANDER;0.272808;Alto;18;134545.278186;Alto3;0.110115;2.490482
859;68092;BETULIA;SANTANDER;0.168829;Bajo;8;42973.974677;Bajo3;0.035163;1.222266
860;68101;BOLIVAR;SANTANDER;0.189064;Medio;11;101218.183115;Medio1;0.082684;4.190824
861;68121;CABRERA;SANTANDER;0.239833;Medio;15;6722.138493;Medio5;0.005495;0.349405
862;68132;CALIFORNIA;SANTANDER;0.140159;Muy bajo;2;4483.279359;Muy bajo2;0.003670;0.406133
863;68209;CONFINES;SANTANDER;0.165418;Bajo;7;7162.922538;Bajo2;0.005853;0.384521
864;68211;CONTRATACIÓN;SANTANDER;0.151084;Muy bajo;4;13665.607264;Muy bajo4;0.011167;0.664894
865;68147;CAPITANEJO;SANTANDER;0.173626;Bajo;9;8404.287133;Bajo4;0.006867;0.479402
866;68217;COROMORO;SANTANDER;0.122023;Muy bajo;1;57747.104581;Muy bajo1;0.047169;1.113776
867;68229;CURITÍ;SANTANDER;0.151018;Muy bajo;4;24297.858830;Muy bajo4;0.019862;0.917020
868;68235;EL CARMEN;SANTANDER;0.218722;Medio;14;92017.195668;Medio4;0.075245;1.636806
869;68245;EL GUACAMAYO;SANTANDER;0.139750;Muy bajo;2;9342.335663;Muy bajo2;0.007633;0.592994
870;68250;EL PEÑÓN;SANTANDER;0.172548;Bajo;9;39952.701841;Bajo4;0.032637;1.086998
871;68255;EL PLAYÓN;SANTANDER;0.182346;Medio;11;45570.035720;Medio1;0.037325;1.207191
872;68152;CARCASÍ;SANTANDER;0.139514;Muy bajo;2;25797.370867;Muy bajo2;0.021082;0.685562
873;68160;CEPITÁ;SANTANDER;0.154006;Muy bajo;5;10753.274285;Muy bajo5;0.008792;0.489834
874;68162;CERRITO;SANTANDER;0.138367;Muy bajo;2;42019.788110;Muy bajo2;0.034359;0.952274
875;68167;CHARALÁ;SANTANDER;0.179901;Bajo;10;41932.595940;Bajo5;0.034252;1.654447
876;68169;CHARTA;SANTANDER;0.146809;Muy bajo;3;12637.712197;Muy bajo3;0.010344;0.582508
877;68522;PALMAR;SANTANDER;0.281242;Alto;18;1980.316702;Alto3;0.001619;0.256182
878;68176;CHIMA;SANTANDER;0.144702;Muy bajo;3;17249.354104;Muy bajo3;0.014096;0.618968
879;68179;CHIPATÁ;SANTANDER;0.200439;Medio;13;9543.341961;Medio3;0.007795;0.425593
880;68190;CIMITARRA;SANTANDER;0.135282;Muy bajo;2;317214.497821;Muy bajo2;0.259284;2.970743
881;68207;CONCEPCIÓN;SANTANDER;0.146736;Muy bajo;3;33713.250668;Muy bajo3;0.027559;1.112680
882;68264;ENCINO;SANTANDER;0.138077;Muy bajo;2;39730.450062;Muy bajo2;0.032445;0.993028
883;68266;ENCISO;SANTANDER;0.152767;Muy bajo;4;7461.819727;Muy bajo4;0.006099;0.442891
884;68271;FLORIÁN;SANTANDER;0.153527;Muy bajo;5;17494.693791;Muy bajo5;0.014284;0.865758
885;68276;FLORIDABLANCA;SANTANDER;0.167716;Bajo;7;9885.089830;Bajo2;0.008088;0.504661
886;68296;GALÁN;SANTANDER;0.171371;Bajo;8;20155.388563;Bajo3;0.016480;0.661949
887;68298;GÁMBITA;SANTANDER;0.172568;Bajo;9;58846.235838;Bajo4;0.048049;1.389306
888;68307;GIRÓN;SANTANDER;0.164970;Bajo;7;49639.371540;Bajo2;0.040617;1.931203
889;68318;GUACA;SANTANDER;0.140786;Muy bajo;2;30403.563385;Muy bajo2;0.024866;0.899380
890;68320;GUADALUPE;SANTANDER;0.172621;Bajo;9;14543.553008;Bajo4;0.011882;0.574977
891;68322;GUAPOTÁ;SANTANDER;0.176677;Bajo;10;6712.150613;Bajo5;0.005485;0.353192
892;68324;GUAVATÁ;SANTANDER;0.157657;Muy bajo;5;8318.427303;Muy bajo5;0.006793;0.438113
893;68327;GÜEPSA;SANTANDER;0.242628;Alto;16;3011.219256;Alto1;0.002459;0.288826
894;68344;HATO;SANTANDER;0.209623;Medio;14;17000.665575;Medio4;0.013898;0.587390
895;68368;JESÚS MARÍA;SANTANDER;0.160205;Muy bajo;5;8990.149179;Muy bajo5;0.007341;0.676863
896;68370;JORDÁN;SANTANDER;0.222541;Medio;15;3982.172530;Medio5;0.003256;0.356141
897;68377;LA BELLEZA;SANTANDER;0.123372;Muy bajo;1;33753.878858;Muy bajo1;0.027565;1.169630
898;68385;LANDÁZURI;SANTANDER;0.148647;Muy bajo;3;59580.234349;Muy bajo3;0.048691;1.722144
899;68397;LA PAZ;SANTANDER;0.172659;Bajo;9;28366.725723;Bajo4;0.023177;0.924783
900;68406;LEBRIJA;SANTANDER;0.188539;Medio;11;55043.231314;Medio1;0.045056;1.443934
901;68418;LOS SANTOS;SANTANDER;0.152594;Muy bajo;4;28989.215722;Muy bajo4;0.023707;0.642883
