OBJECTID;Codigo Municipio;Nombre Municipio;Nombre Departamento;Valor Riesgo CC;Riesgo CC;Vulnerabilidad Vs Amenaza;Area Ha;Simbologia;st_area(shape);st_length(shape)
902;68425;MACARAVITA;SANTANDER;0.136140;Muy bajo;2;10427.744985;Muy bajo2;0.008519;0.487614
903;68432;MÁLAGA;SANTANDER;0.182323;Medio;11;5839.748187;Medio1;0.004774;0.338804
904;68444;MATANZA;SANTANDER;0.180725;Medio;11;23615.816134;Medio1;0.019334;0.787333
905;68464;MOGOTES;SANTANDER;0.159309;Muy bajo;5;48455.869289;Muy bajo5;0.039598;1.115998
906;68468;MOLAGAVITA;SANTANDER;0.186778;Medio;11;18034.343925;Medio1;0.014741;0.594394
907;68498;OCAMONTE;SANTANDER;0.159204;Muy bajo;5;7522.614885;Muy bajo5;0.006147;0.398492
908;68500;OIBA;SANTANDER;0.171152;Bajo;8;28614.463350;Bajo3;0.023376;0.793693
909;68502;ONZAGA;SANTANDER;0.137034;Muy bajo;2;48941.535696;Muy bajo2;0.039979;1.220691
910;68524;PALMAS DEL SOCORRO;SANTANDER;0.186417;Medio;11;5938.486635;Medio1;0.004853;0.316861
911;68549;PINCHOTE;SANTANDER;0.252283;Alto;17;5468.005897;Alto2;0.004469;0.304226
912;68572;PUENTE NACIONAL;SANTANDER;0.180833;Medio;11;25461.690777;Medio1;0.020789;0.801286
913;68573;PUERTO PARRA;SANTANDER;0.159610;Muy bajo;5;76163.393498;Muy bajo5;0.062288;1.997824
914;68575;PUERTO WILCHES;SANTANDER;0.253158;Alto;17;150128.686449;Alto2;0.123010;3.291618
915;68615;RIONEGRO;SANTANDER;0.219290;Medio;14;118502.967701;Medio4;0.097061;2.987128
916;68655;SABANA DE TORRES;SANTANDER;0.215266;Medio;14;140035.413961;Medio4;0.114689;2.167237
917;68533;PÁRAMO;SANTANDER;0.153069;Muy bajo;5;7396.909818;Muy bajo5;0.006045;0.476391
918;68547;PIEDECUESTA;SANTANDER;0.148380;Muy bajo;3;48397.509722;Muy bajo3;0.039589;1.203031
919;68669;SAN ANDRÉS;SANTANDER;0.135264;Muy bajo;2;28060.263977;Muy bajo2;0.022942;0.879581
920;68673;SAN BENITO;SANTANDER;0.311338;Alto;19;5810.743299;Alto4;0.004746;0.397470
921;73236;DOLORES;TOLIMA;0.177202;Bajo;10;65267.417063;Bajo5;0.053117;1.829295
922;68679;SAN GIL;SANTANDER;0.231076;Medio;15;14827.205397;Medio5;0.012119;0.706871
923;73319;GUAMO;TOLIMA;0.192512;Medio;12;50546.081647;Medio2;0.041155;1.123970
924;73347;HERVEO;TOLIMA;0.172303;Bajo;8;32317.778429;Bajo3;0.026345;0.988660
925;68682;SAN JOAQUÍN;SANTANDER;0.156736;Muy bajo;5;14368.031791;Muy bajo5;0.011740;0.590151
926;68684;SAN JOSÉ DE MIRANDA;SANTANDER;0.179426;Bajo;10;7591.671688;Bajo5;0.006205;0.375847
927;68686;SAN MIGUEL;SANTANDER;0.133275;Muy bajo;2;7105.849407;Muy bajo2;0.005806;0.387994
928;68689;SAN VICENTE DE CHUCURÍ;SANTANDER;0.145288;Muy bajo;3;109866.211982;Muy bajo3;0.089879;2.331283
929;68705;SANTA BÁRBARA;SANTANDER;0.125610;Muy bajo;1;22131.843104;Muy bajo1;0.018103;0.855911
930;68720;SANTA HELENA DEL OPÓN;SANTANDER;0.159267;Muy bajo;5;37454.449720;Muy bajo5;0.030612;0.944808
931;68745;SIMACOTA;SANTANDER;0.141059;Muy bajo;2;90685.231014;Muy bajo2;0.074155;3.133649
932;68755;SOCORRO;SANTANDER;0.177796;Bajo;10;12735.072922;Bajo5;0.010408;0.466126
933;68770;SUAITA;SANTANDER;0.141298;Muy bajo;2;28487.501793;Muy bajo2;0.023269;0.889041
934;68773;SUCRE;SANTANDER;0.137429;Muy bajo;2;52140.341882;Muy bajo2;0.042585;1.647717
935;68780;SURATÁ;SANTANDER;0.159554;Muy bajo;5;36335.300654;Muy bajo5;0.029755;1.202523
936;68820;TONA;SANTANDER;0.147484;Muy bajo;3;33123.900025;Muy bajo3;0.027106;0.844948
937;73148;CARMEN DE APICALÁ;TOLIMA;0.241601;Alto;16;19056.721892;Alto1;0.015519;0.712078
938;73152;CASABIANCA;TOLIMA;0.152989;Muy bajo;4;17659.786559;Muy bajo4;0.014395;1.031138
939;73168;CHAPARRAL;TOLIMA;0.176082;Bajo;9;210531.006794;Bajo4;0.171273;2.459627
940;73200;COELLO;TOLIMA;0.195525;Medio;12;34170.664533;Medio2;0.027833;1.209691
941;73217;COYAIMA;TOLIMA;0.173946;Bajo;9;66343.229178;Bajo4;0.053991;1.394264
942;73226;CUNDAY;TOLIMA;0.171788;Bajo;8;50789.427216;Bajo3;0.041354;1.220612
943;73268;ESPINAL;TOLIMA;0.258931;Alto;17;21742.683356;Alto2;0.017706;0.760369
944;73270;FALAN;TOLIMA;0.195717;Medio;12;18151.362647;Medio2;0.014799;0.818485
945;73275;FLANDES;TOLIMA;0.305829;Alto;19;9740.408861;Alto4;0.007933;0.502480
946;73520;PALOCABILDO;TOLIMA;0.205181;Medio;13;6529.901590;Medio3;0.005324;0.334631
947;73547;PIEDRAS;TOLIMA;0.277655;Alto;18;35660.500979;Alto3;0.029051;1.298899
948;73555;PLANADAS;TOLIMA;0.196864;Medio;12;175583.807094;Medio2;0.142717;2.059971
949;91405;LA CHORRERA;AMAZONAS;0.423191;Alto;20;1272692.858610;Alto5;1.033583;9.105089
950;73283;FRESNO;TOLIMA;0.224081;Medio;15;21843.911454;Medio5;0.017812;0.795049
951;73349;HONDA;TOLIMA;0.282408;Alto;18;30403.280636;Alto3;0.024795;1.005285
952;91407;LA PEDRERA;AMAZONAS;0.605910;Muy alto;24;1367031.650800;Muy alto4;1.105198;7.376082
953;91430;LA VICTORIA (Pacoa);AMAZONAS;0.633891;Muy alto;24;143279.497924;Muy alto4;0.116086;2.483170
954;73352;ICONONZO;TOLIMA;0.228797;Medio;15;21655.900696;Medio5;0.017637;0.778101
955;73408;LÉRIDA;TOLIMA;0.235725;Medio;15;27263.193647;Medio5;0.022222;0.930560
956;73411;LÍBANO;TOLIMA;0.244352;Alto;16;28474.038768;Alto1;0.023208;0.846206
957;91460;MIRITÍ-PARANÁ (Campoamor);AMAZONAS;0.563711;Muy alto;23;1686611.977910;Muy alto3;1.366866;6.448395
958;91530;PUERTO ALEGRÍA;AMAZONAS;0.427006;Muy alto;21;849412.820841;Muy alto1;0.690133;4.777815
959;91536;PUERTO ARICA;AMAZONAS;0.602404;Muy alto;24;1379081.389950;Muy alto4;1.118009;8.692202
960;73443;MARIQUITA;TOLIMA;0.233622;Medio;15;29437.957772;Medio5;0.024008;0.766727
961;73449;MELGAR;TOLIMA;0.301731;Alto;19;20265.188639;Alto4;0.016505;0.928790
962;91798;TARAPACÁ;AMAZONAS;0.664090;Muy alto;24;919547.606980;Muy alto4;0.743966;5.220999
963;94001;INÍRIDA;GUAINÍA;0.253527;Alto;17;1597490.342760;Alto2;1.287363;9.248260
964;94343;BARRANCO MINA;GUAINÍA;0.452114;Muy alto;22;946780.406389;Muy alto2;0.765256;6.825914
965;94663;MAPIRIPANA;GUAINÍA;0.487561;Muy alto;22;492396.698821;Muy alto2;0.398711;4.992697
966;94883;SAN FELIPE;GUAINÍA;0.405724;Alto;20;292767.589936;Alto5;0.234717;4.067404
967;94884;PUERTO COLOMBIA;GUAINÍA;0.361532;Alto;20;1569223.849380;Alto5;1.262611;9.128900
968;73461;MURILLO;TOLIMA;0.190446;Medio;11;42036.794025;Medio1;0.034256;0.965273
969;73483;NATAGAIMA;TOLIMA;0.259554;Alto;17;86067.755021;Alto2;0.070029;1.613020
970;73504;ORTEGA;TOLIMA;0.214500;Medio;14;94636.156205;Medio4;0.077026;1.476004
971;73624;ROVIRA;TOLIMA;0.162554;Bajo;6;73966.811448;Bajo1;0.060220;1.416325
972;91540;PUERTO NARIÑO;AMAZONAS;0.413022;Alto;20;150841.695090;Alto5;0.122302;1.964654
973;91669;SANTANDER (Araracuara);AMAZONAS;0.460255;Muy alto;22;1473123.539630;Muy alto2;1.195246;10.633235
974;94885;LA GUADALUPE;GUAINÍA;0.492137;Muy alto;23;117267.996097;Muy alto3;0.093843;1.712664
975;94886;CACAHUAL;GUAINÍA;0.442040;Muy alto;21;233499.805536;Muy alto1;0.187583;2.363952
976;94887;PANÁ-PANÁ (Campo Alegre);GUAINÍA;0.465541;Muy alto;22;1022653.405420;Muy alto2;0.825044;7.829804
977;94888;MORICHAL (Morichal Nuevo);GUAINÍA;0.448734;Muy alto;21;855389.882711;Muy alto1;0.691699;6.928774
978;95001;SAN JOSÉ DEL GUAVIARE;GUAVIARE;0.165249;Bajo;7;1678265.637590;Bajo2;1.362480;14.056576
979;95015;CALAMAR;GUAVIARE;0.196500;Medio;12;1355986.743730;Medio2;1.101654;7.475811
980;95025;EL RETORNO;GUAVIARE;0.169935;Bajo;8;1242885.455740;Bajo3;1.008215;11.983479
981;95200;MIRAFLORES;GUAVIARE;0.203490;Medio;13;1280773.769590;Medio3;1.039433;7.436530
982;97001;MITÚ;VAUPÉS;0.292605;Alto;18;1620483.624620;Alto3;1.311297;6.311977
983;97161;CARURÚ;VAUPÉS;0.349401;Alto;20;636849.765058;Alto5;0.516273;4.617910
984;97511;PACOA (Cor. Departamental);VAUPÉS;1.000000;Muy alto;25;1399237.823100;Muy alto5;1.133243;9.177166
985;97666;TARAIRA;VAUPÉS;0.303039;Alto;19;650801.079314;Alto4;0.525940;6.709307
986;97777;PAPUNAUA(Cor. Departamental);VAUPÉS;0.988118;Muy alto;25;555087.504255;Muy alto5;0.449587;5.428250
987;97889;YAVARATÉ  (Cor. Departamental);VAUPÉS;0.553337;Muy alto;23;466580.771761;Muy alto3;0.376780;3.980556
988;99001;PUERTO CARREÑO;VICHADA;0.191068;Medio;12;1220566.044000;Medio2;0.985917;5.474851
989;99524;LA PRIMAVERA;VICHADA;0.206009;Medio;13;1837186.980360;Medio3;1.490258;7.569261
990;99624;SANTA ROSALÍA;VICHADA;0.235353;Medio;15;391472.953853;Medio5;0.318045;3.399736
991;99773;CUMARIBO;VICHADA;0.181316;Medio;11;6559847.194080;Medio1;5.308483;18.874234
992;73563;PRADO;TOLIMA;0.182709;Medio;11;41809.622613;Medio1;0.034030;1.080812
993;73585;PURIFICACIÓN;TOLIMA;0.198472;Medio;13;40623.657555;Medio3;0.033069;1.381688
994;73616;RIOBLANCO;TOLIMA;0.163881;Bajo;6;204944.473417;Bajo1;0.166635;2.182635
995;73622;RONCESVALLES;TOLIMA;0.157415;Muy bajo;5;77052.973807;Muy bajo5;0.062711;1.354110
996;73671;SALDAÑA;TOLIMA;0.206684;Medio;13;19936.811849;Medio3;0.016229;0.769920
997;73675;SAN ANTONIO;TOLIMA;0.196000;Medio;12;39372.211411;Medio2;0.032041;1.054866
998;73678;SAN LUIS;TOLIMA;0.176424;Bajo;10;41143.515176;Bajo5;0.033499;1.513413
999;76318;GUACARÍ;VALLE DEL CAUCA;0.211855;Medio;14;16319.227259;Medio4;0.013266;0.729544
1000;76364;JAMUNDÍ;VALLE DEL CAUCA;0.223151;Medio;15;63321.154582;Medio5;0.051419;1.631948
1001;76377;LA CUMBRE;VALLE DEL CAUCA;0.192542;Medio;12;25479.652639;Medio2;0.020702;0.956611
1002;76403;LA VICTORIA;VALLE DEL CAUCA;0.241044;Alto;16;26498.314047;Alto1;0.021568;0.865479
1003;73686;SANTA ISABEL;TOLIMA;0.201354;Medio;13;26997.733346;Medio3;0.021997;1.162769
1004;73770;SUÁREZ;TOLIMA;0.265249;Alto;17;18954.101847;Alto2;0.015433;0.959664
1005;91001;LETICIA;AMAZONAS;0.418539;Alto;20;618188.244930;Alto5;0.500661;3.870708
1006;91263;EL ENCANTO;AMAZONAS;0.418654;Alto;20;1089982.443860;Alto5;0.885516;8.287696
1007;73854;VALLE DE SAN JUAN;TOLIMA;0.210982;Medio;14;19835.524044;Medio4;0.016151;0.642158
1008;73861;VENADILLO;TOLIMA;0.218993;Medio;14;34089.682251;Medio4;0.027780;1.031832
1009;73870;VILLAHERMOSA;TOLIMA;0.210229;Medio;14;28092.871994;Medio4;0.022898;0.923048
1010;73873;VILLARRICA;TOLIMA;0.204129;Medio;13;43027.073751;Medio3;0.035030;0.932112
1011;76001;CALI;VALLE DEL CAUCA;0.430238;Muy alto;21;55738.436669;Muy alto1;0.045274;1.100013
1012;76020;ALCALÁ;VALLE DEL CAUCA;0.282148;Alto;18;6356.737446;Alto3;0.005176;0.440231
1013;76036;ANDALUCÍA;VALLE DEL CAUCA;0.241176;Alto;16;11103.673613;Alto1;0.009032;0.643050
1014;76041;ANSERMANUEVO;VALLE DEL CAUCA;0.246406;Alto;16;30432.344948;Alto1;0.024779;0.932840
1015;76054;ARGELIA;VALLE DEL CAUCA;0.229540;Medio;15;9044.087568;Medio5;0.007362;0.424158
1016;76100;BOLÍVAR;VALLE DEL CAUCA;0.240668;Alto;16;74276.851099;Alto1;0.060417;1.473351
1017;76109;BUENAVENTURA;VALLE DEL CAUCA;0.148461;Muy bajo;3;627861.199962;Muy bajo3;0.509658;6.313900
1018;76111;BUGA;VALLE DEL CAUCA;0.351820;Alto;20;82180.546117;Alto5;0.066827;1.927630
1019;76113;BUGALAGRANDE;VALLE DEL CAUCA;0.343288;Alto;20;39610.199718;Alto5;0.032224;0.959517
1020;76122;CAICEDONIA;VALLE DEL CAUCA;0.273235;Alto;18;16711.177055;Alto3;0.013601;0.642359
1021;76126;CALIMA (El Darién);VALLE DEL CAUCA;0.217494;Medio;14;79808.373775;Medio4;0.064858;1.496547
1022;76130;CANDELARIA;VALLE DEL CAUCA;0.354875;Alto;20;29416.380216;Alto5;0.023900;0.828198
1023;76147;CARTAGO;VALLE DEL CAUCA;0.489864;Muy alto;22;24741.751383;Muy alto2;0.020146;0.879586
1024;76233;DAGUA;VALLE DEL CAUCA;0.216887;Medio;14;91941.566062;Medio4;0.074682;1.649220
1025;76243;EL ÁGUILA;VALLE DEL CAUCA;0.218500;Medio;14;18699.785194;Medio4;0.015228;0.707177
1026;76246;EL CAIRO;VALLE DEL CAUCA;0.242491;Alto;16;21233.231592;Alto1;0.017284;0.575819
1027;76248;EL CERRITO;VALLE DEL CAUCA;0.242810;Alto;16;44194.123607;Alto1;0.035926;1.464412
1028;76250;EL DOVIO;VALLE DEL CAUCA;0.221078;Medio;14;20625.034660;Medio4;0.016782;0.829122
1029;76275;FLORIDA;VALLE DEL CAUCA;0.227084;Medio;15;40387.258903;Medio5;0.032820;1.000322
1030;76306;GINEBRA;VALLE DEL CAUCA;0.264863;Alto;17;26795.010271;Alto2;0.021784;0.738431
1031;76497;OBANDO;VALLE DEL CAUCA;0.246103;Alto;16;21479.247414;Alto1;0.017486;0.700830
1032;76400;LA UNIÓN;VALLE DEL CAUCA;0.236065;Medio;15;12009.520483;Medio5;0.009774;0.510609
1033;76520;PALMIRA;VALLE DEL CAUCA;0.306423;Alto;19;100446.871153;Alto4;0.081641;1.973652
1034;76563;PRADERA;VALLE DEL CAUCA;0.198868;Medio;13;35728.738930;Medio3;0.029038;0.917969
1035;76606;RESTREPO;VALLE DEL CAUCA;0.222655;Medio;15;13585.938797;Medio5;0.011041;0.542356
1036;76616;RIOFRÍO;VALLE DEL CAUCA;0.203036;Medio;13;30731.144815;Medio3;0.024989;0.969999
1037;68855;VALLE DE SAN JOSÉ;SANTANDER;0.234128;Medio;15;7986.407959;Medio5;0.006526;0.356740
1038;76622;ROLDANILLO;VALLE DEL CAUCA;0.241705;Alto;16;23522.652538;Alto1;0.019141;0.801174
1039;76670;SAN PEDRO;VALLE DEL CAUCA;0.230952;Medio;15;21073.676266;Medio5;0.017137;0.744047
1040;76736;SEVILLA;VALLE DEL CAUCA;0.197987;Medio;12;53936.748166;Medio2;0.043889;1.652356
1041;68867;VETAS;SANTANDER;0.154070;Muy bajo;5;9255.388784;Muy bajo5;0.007576;0.403728
1042;70001;SINCELEJO;SUCRE;0.190991;Medio;12;27803.715432;Medio2;0.022869;1.008607
1043;70110;BUENAVISTA;SUCRE;0.199123;Medio;13;11996.438711;Medio3;0.009871;0.792236
1044;70124;CAIMITO;SUCRE;0.170421;Bajo;8;42305.878597;Bajo3;0.034755;1.291737
1045;76823;TORO;VALLE DEL CAUCA;0.212022;Medio;14;17820.571343;Medio4;0.014506;0.650696
1046;76828;TRUJILLO;VALLE DEL CAUCA;0.229544;Medio;15;30727.772085;Medio5;0.024991;0.833057
1047;76834;TULUÁ;VALLE DEL CAUCA;0.231554;Medio;15;90284.489146;Medio5;0.073439;1.851755
1048;70204;COLOSÓ;SUCRE;0.145565;Muy bajo;3;13044.848622;Muy bajo3;0.010737;0.705557
1049;70215;COROZAL;SUCRE;0.231782;Medio;15;27178.831192;Medio5;0.022351;1.319874
1050;76845;ULLOA;VALLE DEL CAUCA;0.203061;Medio;13;4236.198393;Medio3;0.003450;0.420876
1051;76863;VERSALLES;VALLE DEL CAUCA;0.223195;Medio;15;23115.926124;Medio5;0.018813;0.858991
1052;76869;VIJES;VALLE DEL CAUCA;0.242621;Alto;16;11264.859126;Alto1;0.009155;0.573912
1053;76890;YOTOCO;VALLE DEL CAUCA;0.224044;Medio;15;32752.780212;Medio5;0.026625;1.309578
1054;76892;YUMBO;VALLE DEL CAUCA;0.329751;Alto;19;23185.623713;Alto4;0.018838;0.728090
1055;76895;ZARZAL;VALLE DEL CAUCA;0.309811;Alto;19;36800.721618;Alto4;0.029946;1.158444
1056;81001;ARAUCA;ARAUCA;0.257026;Alto;17;578685.940012;Alto2;0.471533;4.608253
1057;81065;ARAUQUITA;ARAUCA;0.150784;Muy bajo;4;307737.349773;Muy bajo4;0.251146;3.003559
1058;81220;CRAVO NORTE;ARAUCA;0.239988;Medio;15;519181.370227;Medio5;0.422243;3.907328
1059;81300;FORTUL;ARAUCA;0.148548;Muy bajo;3;115121.528148;Muy bajo3;0.094002;2.039829
1060;81591;PUERTO RONDÓN;ARAUCA;0.187541;Medio;11;228793.631170;Medio1;0.186465;2.772210
1061;81736;SARAVENA;ARAUCA;0.198605;Medio;13;94371.449587;Medio3;0.077101;1.286305
1062;81794;TAME;ARAUCA;0.161392;Bajo;6;538132.588215;Bajo1;0.439141;3.909934
1063;85001;YOPAL;CASANARE;0.158113;Muy bajo;5;248580.496738;Muy bajo5;0.202570;2.968558
1064;85010;AGUAZUL;CASANARE;0.169824;Bajo;8;144501.416685;Bajo3;0.117769;2.241330
1065;85015;CHÁMEZA;CASANARE;0.161938;Bajo;6;31976.281001;Bajo1;0.026072;0.997438
1066;85125;HATO COROZAL;CASANARE;0.172943;Bajo;9;549850.511193;Bajo4;0.447964;7.625467
1067;85136;LA SALINA;CASANARE;0.162336;Bajo;6;20308.114440;Bajo1;0.016577;0.826183
1068;85139;MANÍ;CASANARE;0.154154;Muy bajo;5;373361.226174;Muy bajo5;0.303984;3.856073
1069;85162;MONTERREY;CASANARE;0.174401;Bajo;9;77607.625046;Bajo4;0.063240;1.428775
1070;85225;NUNCHÍA;CASANARE;0.225253;Medio;15;110732.461118;Medio5;0.090261;1.993946
1071;85230;OROCUÉ;CASANARE;0.160819;Bajo;6;473623.935120;Bajo1;0.385431;4.024824
1072;85250;PAZ DE ARIPORO;CASANARE;0.171535;Bajo;8;1212899.962260;Bajo3;0.987107;8.475030
1073;85263;PORE;CASANARE;0.168583;Bajo;7;78063.068926;Bajo2;0.063632;1.707376
1074;85279;RECETOR;CASANARE;0.189124;Medio;11;18210.105073;Medio1;0.014847;0.644338
1075;85300;SABANALARGA;CASANARE;0.178060;Bajo;10;39843.988868;Bajo5;0.032469;1.072205
1076;85315;SÁCAMA;CASANARE;0.157864;Muy bajo;5;31194.051879;Muy bajo5;0.025454;1.049549
1077;85325;SAN LUIS DE PALENQUE;CASANARE;0.157277;Muy bajo;5;299099.333750;Muy bajo5;0.243515;5.224377
1078;85400;TÁMARA;CASANARE;0.156781;Muy bajo;5;109425.720240;Muy bajo5;0.089260;1.707527
1079;85410;TAURAMENA;CASANARE;0.145203;Muy bajo;3;238376.383866;Muy bajo3;0.194171;4.055435
1080;85430;TRINIDAD;CASANARE;0.176622;Bajo;10;294970.884444;Bajo5;0.240050;4.968516
1081;85440;VILLANUEVA;CASANARE;0.176020;Bajo;9;83667.454741;Bajo4;0.068147;1.999847
1082;86001;MOCOA;PUTUMAYO;0.180269;Medio;11;133445.870005;Medio1;0.108212;2.380968
1083;86219;COLÓN;PUTUMAYO;0.165183;Bajo;7;6451.416692;Bajo2;0.005229;0.419906
1084;86320;ORITO;PUTUMAYO;0.252833;Alto;17;193637.299376;Alto2;0.156927;2.114922
1085;86568;PUERTO ASÍS;PUTUMAYO;0.346703;Alto;20;281967.693739;Alto5;0.228722;3.616445
1086;86569;PUERTO CAICEDO;PUTUMAYO;0.319823;Alto;19;92623.280539;Alto4;0.075120;1.572474
1087;86571;PUERTO GUZMÁN;PUTUMAYO;0.228969;Medio;15;454445.695529;Medio5;0.368852;4.476980
1088;86573;PUERTO LEGUÍZAMO;PUTUMAYO;0.253901;Alto;17;1089961.350010;Alto2;0.885168;7.564720
1089;86749;SIBUNDOY;PUTUMAYO;0.169124;Bajo;8;9772.332796;Bajo3;0.007921;0.509052
1090;86755;SAN FRANCISCO;PUTUMAYO;0.145922;Muy bajo;3;40795.240424;Muy bajo3;0.033071;1.168216
1091;86757;SAN MIGUEL (La Dorada);PUTUMAYO;0.277147;Alto;18;38801.720993;Alto3;0.031449;1.325754
1092;86760;SANTIAGO;PUTUMAYO;0.205992;Medio;13;33972.870997;Medio3;0.027532;0.954301
1093;86865;VALLE DEL GUAMUEZ (La Hormiga);PUTUMAYO;0.276977;Alto;18;81870.343132;Alto3;0.066353;1.703331
1094;86885;VILLAGARZÓN;PUTUMAYO;0.382198;Alto;20;139959.150354;Alto5;0.113470;1.830142
1095;88001;SAN ANDRÉS;SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA;1.000000;Muy alto;25;2730.047591;Muy alto5;0.002232;0.358011
1096;88564;SAN ANDRES Y  PROVIDENCIA (Santa Isabel);SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA;0.323970;Alto;19;2241.457753;Alto4;0.001842;0.294393
1097;70233;EL ROBLE;SUCRE;0.147397;Muy bajo;3;20162.429965;Muy bajo3;0.016576;1.224607
1098;70235;GALERAS;SUCRE;0.157668;Muy bajo;5;31021.307868;Muy bajo5;0.025511;0.986654
1099;70265;GUARANDA;SUCRE;0.182001;Medio;11;34630.380790;Medio1;0.028427;1.318973
1100;70400;LA UNIÓN;SUCRE;0.221997;Medio;14;23933.272681;Medio4;0.019661;1.051755
1101;70418;LOS PALMITOS;SUCRE;0.150053;Muy bajo;4;20372.364234;Muy bajo4;0.016765;0.775642
1102;70429;MAJAGUAL;SUCRE;0.175459;Bajo;9;87754.193790;Bajo4;0.072063;1.729097
1103;70473;MORROA;SUCRE;0.169991;Bajo;8;18039.197569;Bajo3;0.014842;0.613322
1104;70508;OVEJAS;SUCRE;0.151004;Muy bajo;4;44532.134889;Muy bajo4;0.036660;1.249452
1105;70523;PALMITO;SUCRE;0.152963;Muy bajo;4;15871.286957;Muy bajo4;0.013054;0.542824
1106;70670;SAMPUÉS;SUCRE;0.167259;Bajo;7;21691.932259;Bajo2;0.017836;0.962025
1107;70678;SAN BENITO ABAD;SUCRE;0.173387;Bajo;9;160052.233628;Bajo4;0.131513;2.991126
1108;70702;SAN JUAN DE BETULIA (Betulia);SUCRE;0.195050;Medio;12;16568.950399;Medio2;0.013630;0.720987
1109;70708;SAN MARCOS;SUCRE;0.175456;Bajo;9;97067.508139;Bajo4;0.079698;1.378934
1110;70713;SAN ONOFRE;SUCRE;0.175693;Bajo;9;103744.481420;Bajo4;0.085450;2.000756
1111;70717;SAN PEDRO;SUCRE;0.177832;Bajo;10;21301.166200;Bajo5;0.017530;0.736399
1112;70742;SINCÉ;SUCRE;0.190477;Medio;11;45754.745596;Medio1;0.037637;1.336988
1113;70771;SUCRE;SUCRE;0.203267;Medio;13;109869.389260;Medio3;0.090286;2.035616
1114;70820;TOLÚ;SUCRE;0.191790;Medio;12;31116.876835;Medio2;0.025608;0.983695
1115;70823;TOLUVIEJO;SUCRE;0.176724;Bajo;10;28547.194702;Bajo5;0.023492;1.014876
1116;73001;IBAGUÉ;TOLIMA;0.227700;Medio;15;137778.764397;Medio5;0.112215;2.385428
1117;73024;ALPUJARRA;TOLIMA;0.176826;Bajo;10;50148.014275;Bajo5;0.040801;1.020121
1118;73026;ALVARADO;TOLIMA;0.233286;Medio;15;33785.930413;Medio5;0.027527;0.974407
1119;73030;AMBALEMA;TOLIMA;0.280409;Alto;18;23804.866026;Alto3;0.019403;0.932137
1120;73043;ANZOÁTEGUI;TOLIMA;0.141464;Muy bajo;2;46992.201856;Muy bajo2;0.038284;1.197976
1121;73055;ARMERO (Guayabal);TOLIMA;0.241102;Alto;16;43925.714109;Alto1;0.035812;1.357700
1122;73067;ATACO;TOLIMA;0.203612;Medio;13;101495.546614;Medio3;0.082550;2.130987
